Serial No.,Student ID,Credits,CGPA,Course Difficulty,PASS/FAIL
1858,1858,1,3,4.0,0
1859,1859,1,7,1.0,1
1860,1860,5,4,5.0,0
1861,1861,3,3,4.5,0
1862,1862,4,10,5.5,0
1863,1863,3,9,3.0,1
1864,1864,5,9,5.0,1
1865,1865,3,2,0.0,1
1866,1866,1,7,1.0,1
1867,1867,2,5,0.5,1
1868,1868,5,5,6.5,0
1869,1869,3,8,3.0,1
1870,1870,4,4,5.5,0
1871,1871,1,10,-2.0,1
1872,1872,5,0,8.0,0
1873,1873,3,6,3.0,1
1874,1874,2,10,2.0,1
1875,1875,3,4,4.5,0
1876,1876,3,5,1.5,1
1877,1877,3,5,0.0,1
1878,1878,5,7,8.0,0
1879,1879,3,6,4.5,0
1880,1880,4,10,2.5,1
1881,1881,3,3,6.0,0
1882,1882,2,8,-1.0,1
1883,1883,3,9,1.5,1
1884,1884,5,9,6.5,0
1885,1885,5,9,3.5,1
1886,1886,4,3,2.5,0
1887,1887,5,9,6.5,0
1888,1888,2,10,2.0,1
1889,1889,2,6,-1.0,1
1890,1890,5,6,3.5,1
1891,1891,4,9,2.5,1
1892,1892,3,3,1.5,1
1893,1893,3,7,1.5,1
1894,1894,4,7,4.0,1
1895,1895,5,1,3.5,0
1896,1896,5,10,3.5,1
1897,1897,1,10,1.0,1
1898,1898,5,2,8.0,0
1899,1899,1,10,4.0,1
1900,1900,1,4,2.5,0
1901,1901,4,5,5.5,0
1902,1902,4,6,7.0,0
1903,1903,3,2,0.0,1
1904,1904,4,9,2.5,1
1905,1905,5,4,2.0,1
1906,1906,5,10,6.5,0
1907,1907,2,0,2.0,0
1908,1908,3,8,6.0,0
1909,1909,4,2,4.0,0
1910,1910,3,6,6.0,0
1911,1911,1,6,4.0,0
1912,1912,5,1,6.5,0
1913,1913,5,3,8.0,0
1914,1914,3,9,1.5,1
1915,1915,4,9,5.5,0
1916,1916,4,5,4.0,1
1917,1917,3,8,3.0,1
1918,1918,2,2,5.0,0
1919,1919,2,0,3.5,0
1920,1920,2,2,2.0,0
1921,1921,3,5,3.0,1
1922,1922,5,6,3.5,1
1923,1923,3,10,3.0,1
1924,1924,1,2,2.5,1
1925,1925,3,3,0.0,1
1926,1926,4,10,1.0,1
1927,1927,4,2,4.0,0
1928,1928,3,4,0.0,1
1929,1929,3,4,3.0,1
1930,1930,2,5,2.0,1
1931,1931,1,8,4.0,1
1932,1932,4,1,4.0,0
1933,1933,1,9,2.5,1
1934,1934,2,5,-1.0,1
1935,1935,3,4,4.5,0
1936,1936,5,8,5.0,1
1937,1937,1,5,-0.5,1
1938,1938,5,6,6.5,0
1939,1939,5,3,6.5,0
1940,1940,2,5,0.5,1
1941,1941,5,8,5.0,0
1942,1942,5,7,3.5,1
1943,1943,2,7,0.5,1
1944,1944,3,3,0.0,1
1945,1945,1,7,-0.5,1
1946,1946,1,10,2.5,1
1947,1947,3,4,6.0,0
1948,1948,5,2,8.0,0
1949,1949,5,6,2.0,1
1950,1950,4,0,1.0,0
1951,1951,5,9,6.5,0
1952,1952,2,3,2.0,1
1953,1953,5,8,5.0,0
1954,1954,3,5,3.0,1
1955,1955,4,3,5.5,0
1956,1956,2,5,5.0,0
1957,1957,2,3,-1.0,1
1958,1958,5,4,5.0,0
1959,1959,4,0,4.0,0
1960,1960,4,5,4.0,0
1961,1961,3,6,0.0,1
1962,1962,5,3,3.5,0
1963,1963,4,4,7.0,0
1964,1964,2,0,-1.0,1
1965,1965,1,6,2.5,1
1966,1966,3,6,4.5,0
1967,1967,5,4,3.5,1
1968,1968,3,7,1.5,1
1969,1969,4,3,7.0,0
1970,1970,3,3,4.5,0
1971,1971,2,3,-1.0,1
1972,1972,4,7,4.0,0
1973,1973,5,7,5.0,0
1974,1974,1,9,1.0,1
1975,1975,3,6,4.5,0
1976,1976,3,3,3.0,0
1977,1977,5,0,6.5,0
1978,1978,1,4,1.0,1
1979,1979,5,2,3.5,0
1980,1980,5,9,3.5,1
1981,1981,4,2,5.5,0
1982,1982,2,5,2.0,1
1983,1983,2,8,3.5,1
1984,1984,5,7,3.5,1
1985,1985,4,7,5.5,0
1986,1986,1,5,1.0,1
1987,1987,5,0,5.0,0
1988,1988,4,6,1.0,1
1989,1989,2,7,5.0,0
1990,1990,4,2,4.0,0
1991,1991,4,7,5.5,0
1992,1992,2,0,2.0,0
1993,1993,3,3,4.5,0
1994,1994,3,5,1.5,1
1995,1995,3,0,4.5,0
1996,1996,3,7,4.5,1
1997,1997,5,9,6.5,0
1998,1998,2,10,2.0,1
1999,1999,1,1,1.0,0
2000,2000,2,10,-1.0,1
2001,2001,1,2,1.0,1
2002,2002,5,0,8.0,0
2003,2003,4,9,4.0,1
2004,2004,2,9,-1.0,1
2005,2005,1,10,2.5,1
2006,2006,3,1,4.5,0
2007,2007,3,10,4.5,1
2008,2008,5,2,3.5,0
2009,2009,1,7,-0.5,1
2010,2010,5,2,5.0,0
2011,2011,4,0,2.5,0
2012,2012,1,10,-0.5,1
2013,2013,1,8,2.5,1
2014,2014,5,8,5.0,1
2015,2015,2,4,3.5,0
2016,2016,4,8,4.0,1
2017,2017,1,0,1.0,0
2018,2018,1,3,4.0,0
2019,2019,3,2,0.0,1
2020,2020,4,8,4.0,1
2021,2021,2,6,2.0,1
2022,2022,1,4,2.5,1
2023,2023,3,9,4.5,1
2024,2024,5,10,6.5,0
2025,2025,1,3,1.0,1
2026,2026,3,3,3.0,1
2027,2027,5,10,6.5,0
2028,2028,3,10,6.0,1
2029,2029,3,7,4.5,1
2030,2030,5,2,6.5,0
2031,2031,3,8,4.5,0
2032,2032,3,7,1.5,1
2033,2033,1,1,1.0,1
2034,2034,3,9,1.5,1
2035,2035,3,10,4.5,1
2036,2036,5,3,3.5,0
2037,2037,1,7,-2.0,1
2038,2038,2,5,0.5,1
2039,2039,4,4,2.5,1
2040,2040,4,10,4.0,1
2041,2041,3,9,0.0,1
2042,2042,5,0,6.5,0
2043,2043,3,7,3.0,1
2044,2044,2,1,-1.0,1
2045,2045,5,1,5.0,0
2046,2046,5,0,5.0,0
2047,2047,5,6,3.5,1
2048,2048,4,1,4.0,0
2049,2049,1,10,-0.5,1
2050,2050,2,1,2.0,0
2051,2051,1,0,1.0,0
2052,2052,2,3,3.5,0
2053,2053,3,8,1.5,1
2054,2054,2,9,-1.0,1
2055,2055,2,4,0.5,1
2056,2056,1,8,-2.0,1
2057,2057,3,1,0.0,1
2058,2058,5,5,6.5,0
2059,2059,5,2,5.0,0
2060,2060,4,7,4.0,0
2061,2061,3,1,6.0,0
2062,2062,4,7,5.5,0
2063,2063,3,6,0.0,1
2064,2064,2,4,0.5,1
2065,2065,4,1,5.5,0
2066,2066,1,8,4.0,1
2067,2067,1,1,4.0,0
2068,2068,1,1,4.0,0
2069,2069,3,9,6.0,0
2070,2070,5,8,5.0,1
2071,2071,4,9,7.0,0
2072,2072,2,3,2.0,1
2073,2073,5,3,5.0,0
2074,2074,3,4,1.5,1
2075,2075,5,3,3.5,0
2076,2076,2,8,3.5,1
2077,2077,2,2,0.5,1
2078,2078,1,9,2.5,1
2079,2079,5,10,5.0,1
2080,2080,4,3,7.0,0
2081,2081,4,5,1.0,1
2082,2082,4,9,1.0,1
2083,2083,3,2,3.0,0
2084,2084,1,9,-0.5,1
2085,2085,1,8,1.0,1
2086,2086,3,10,4.5,1
2087,2087,4,6,1.0,1
2088,2088,5,4,8.0,0
2089,2089,4,10,4.0,1
2090,2090,1,9,1.0,1
2091,2091,3,7,6.0,0
2092,2092,5,0,2.0,0
2093,2093,1,6,1.0,1
2094,2094,5,4,6.5,0
2095,2095,3,5,4.5,0
2096,2096,5,10,3.5,1
2097,2097,4,0,2.5,0
2098,2098,3,5,1.5,1
2099,2099,2,8,3.5,1
2100,2100,3,1,0.0,1
2101,2101,2,7,0.5,1
2102,2102,1,3,2.5,0
2103,2103,5,8,3.5,1
2104,2104,5,3,6.5,0
2105,2105,4,1,2.5,0
2106,2106,5,0,5.0,0
2107,2107,2,6,-1.0,1
2108,2108,4,4,2.5,1
2109,2109,4,3,2.5,0
2110,2110,1,2,4.0,0
2111,2111,3,9,4.5,1
2112,2112,1,5,2.5,1
2113,2113,4,2,5.5,0
2114,2114,1,6,-0.5,1
2115,2115,5,1,3.5,0
2116,2116,4,1,1.0,1
2117,2117,1,9,2.5,1
2118,2118,4,0,2.5,0
2119,2119,2,5,3.5,0
2120,2120,3,8,3.0,1
2121,2121,3,3,3.0,1
2122,2122,3,4,4.5,0
2123,2123,4,7,4.0,0
2124,2124,4,6,5.5,0
2125,2125,3,7,0.0,1
2126,2126,4,1,4.0,0
2127,2127,2,5,-1.0,1
2128,2128,5,3,2.0,1
2129,2129,1,8,-0.5,1
2130,2130,2,0,2.0,0
2131,2131,3,1,0.0,1
2132,2132,5,2,3.5,0
2133,2133,5,7,3.5,1
2134,2134,1,3,2.5,1
2135,2135,2,10,2.0,1
2136,2136,4,9,4.0,1
2137,2137,5,0,8.0,0
2138,2138,2,8,2.0,1
2139,2139,3,7,4.5,0
2140,2140,5,0,2.0,0
2141,2141,1,9,1.0,1
2142,2142,1,4,2.5,1
2143,2143,1,8,-0.5,1
2144,2144,2,0,2.0,0
2145,2145,2,10,-1.0,1
2146,2146,5,3,6.5,0
2147,2147,2,1,2.0,1
2148,2148,1,6,2.5,1
2149,2149,2,5,0.5,1
2150,2150,2,8,2.0,1
2151,2151,3,3,6.0,0
2152,2152,1,9,-2.0,1
2153,2153,1,3,1.0,1
2154,2154,4,9,1.0,1
2155,2155,1,9,1.0,1
2156,2156,2,0,0.5,1
2157,2157,5,4,5.0,0
2158,2158,4,7,7.0,0
2159,2159,5,3,3.5,0
2160,2160,3,0,3.0,0
2161,2161,4,0,7.0,0
2162,2162,5,5,5.0,0
2163,2163,4,5,7.0,0
2164,2164,2,7,3.5,1
2165,2165,1,2,-2.0,1
2166,2166,4,0,4.0,0
2167,2167,1,7,2.5,1
2168,2168,4,4,4.0,0
2169,2169,4,2,4.0,0
2170,2170,2,0,2.0,0
2171,2171,2,5,-1.0,1
2172,2172,5,5,3.5,0
2173,2173,4,7,1.0,1
2174,2174,2,3,3.5,0
2175,2175,4,6,1.0,1
2176,2176,5,9,5.0,1
2177,2177,4,7,7.0,0
2178,2178,5,2,6.5,0
2179,2179,1,10,2.5,1
2180,2180,4,8,5.5,0
2181,2181,4,0,5.5,0
2182,2182,2,2,0.5,1
2183,2183,2,6,0.5,1
2184,2184,3,10,4.5,1
2185,2185,1,8,-2.0,1
2186,2186,2,4,2.0,1
2187,2187,2,4,2.0,1
2188,2188,5,0,2.0,0
2189,2189,5,6,6.5,0
2190,2190,2,6,5.0,0
2191,2191,2,9,-1.0,1
2192,2192,5,5,3.5,0
2193,2193,5,1,6.5,0
2194,2194,4,6,2.5,1
2195,2195,5,4,8.0,0
2196,2196,4,0,4.0,0
2197,2197,5,8,5.0,0
2198,2198,2,8,3.5,1
2199,2199,5,0,5.0,0
2200,2200,2,0,5.0,0
2201,2201,4,5,2.5,1
2202,2202,3,9,6.0,0
2203,2203,3,5,0.0,1
2204,2204,1,5,-0.5,1
2205,2205,3,3,4.5,0
2206,2206,4,3,1.0,1
2207,2207,4,9,5.5,1
2208,2208,3,3,0.0,1
2209,2209,3,8,6.0,0
2210,2210,5,10,6.5,0
2211,2211,4,3,4.0,0
2212,2212,2,7,0.5,1
2213,2213,1,6,2.5,1
2214,2214,3,5,1.5,1
2215,2215,2,8,2.0,1
2216,2216,5,9,5.0,1
2217,2217,1,4,2.5,1
2218,2218,3,2,3.0,0
2219,2219,4,0,2.5,0
2220,2220,2,3,5.0,0
2221,2221,4,9,7.0,0
2222,2222,2,3,2.0,0
2223,2223,5,8,3.5,1
2224,2224,1,5,1.0,1
2225,2225,5,8,5.0,0
2226,2226,4,4,2.5,1
2227,2227,5,1,5.0,0
2228,2228,4,1,4.0,0
2229,2229,2,1,0.5,1
2230,2230,1,5,-0.5,1
2231,2231,1,6,1.0,1
2232,2232,3,7,3.0,1
2233,2233,1,4,1.0,1
2234,2234,3,0,6.0,0
2235,2235,5,3,5.0,0
2236,2236,4,5,5.5,0
2237,2237,2,1,5.0,0
2238,2238,5,8,6.5,0
2239,2239,4,9,2.5,1
2240,2240,2,7,0.5,1
2241,2241,2,5,3.5,0
2242,2242,2,5,3.5,0
2243,2243,5,6,6.5,0
2244,2244,4,7,5.5,0
2245,2245,3,1,4.5,0
2246,2246,3,4,4.5,0
2247,2247,5,9,6.5,0
2248,2248,2,1,0.5,1
2249,2249,3,4,3.0,1
2250,2250,4,5,4.0,1
2251,2251,5,1,5.0,0
2252,2252,4,7,2.5,1
2253,2253,5,10,3.5,1
2254,2254,4,0,2.5,0
2255,2255,1,4,-0.5,1
2256,2256,1,6,4.0,1
2257,2257,4,2,4.0,0
2258,2258,4,4,1.0,1
2259,2259,3,2,6.0,0
2260,2260,4,1,5.5,0
2261,2261,2,6,-1.0,1
2262,2262,1,1,1.0,0
2263,2263,4,8,4.0,1
2264,2264,1,1,2.5,0
2265,2265,4,5,4.0,1
2266,2266,1,7,1.0,1
2267,2267,2,4,3.5,0
2268,2268,2,0,5.0,0
2269,2269,5,3,5.0,0
2270,2270,3,9,6.0,1
2271,2271,1,0,4.0,0
2272,2272,4,8,4.0,1
2273,2273,2,3,2.0,1
2274,2274,3,3,4.5,0
2275,2275,5,6,2.0,1
2276,2276,2,3,-1.0,1
2277,2277,5,7,5.0,1
2278,2278,2,3,3.5,0
2279,2279,2,8,3.5,1
2280,2280,3,5,3.0,1
2281,2281,1,5,1.0,1
2282,2282,4,3,7.0,0
2283,2283,5,6,5.0,0
2284,2284,4,10,5.5,1
2285,2285,5,4,5.0,0
2286,2286,5,0,5.0,0
2287,2287,1,6,1.0,1
2288,2288,1,9,-0.5,1
2289,2289,5,3,5.0,0
2290,2290,5,3,3.5,0
2291,2291,5,4,5.0,0
2292,2292,3,10,3.0,1
2293,2293,5,8,6.5,0
2294,2294,1,3,1.0,1
2295,2295,4,7,4.0,1
2296,2296,2,7,-1.0,1
2297,2297,2,2,2.0,0
2298,2298,4,5,2.5,1
2299,2299,4,4,4.0,0
2300,2300,3,8,1.5,1
2301,2301,5,8,3.5,1
2302,2302,2,2,2.0,0
2303,2303,3,7,0.0,1
2304,2304,5,7,3.5,1
2305,2305,4,10,4.0,1
2306,2306,4,7,7.0,0
2307,2307,5,6,5.0,0
2308,2308,2,3,5.0,0
2309,2309,5,4,3.5,1
2310,2310,5,5,3.5,0
2311,2311,2,0,5.0,0
2312,2312,1,5,1.0,1
2313,2313,3,7,4.5,0
2314,2314,2,9,3.5,1
2315,2315,4,8,1.0,1
2316,2316,2,5,5.0,0
2317,2317,4,4,4.0,0
2318,2318,5,7,3.5,1
2319,2319,2,2,0.5,1
2320,2320,4,7,5.5,0
2321,2321,4,2,4.0,0
2322,2322,5,2,5.0,0
2323,2323,2,4,3.5,0
2324,2324,1,7,1.0,1
2325,2325,3,6,3.0,1
2326,2326,1,6,1.0,1
2327,2327,1,1,2.5,0
2328,2328,3,3,1.5,1
2329,2329,4,4,1.0,1
2330,2330,1,6,-0.5,1
2331,2331,3,6,1.5,1
2332,2332,4,10,7.0,0
2333,2333,5,0,6.5,0
2334,2334,2,5,3.5,1
2335,2335,2,3,2.0,1
2336,2336,1,2,4.0,0
2337,2337,2,3,0.5,1
2338,2338,3,5,3.0,0
2339,2339,2,0,5.0,0
2340,2340,3,8,4.5,1
2341,2341,3,8,3.0,1
2342,2342,3,7,1.5,1
2343,2343,2,3,5.0,0
2344,2344,5,10,6.5,0
2345,2345,4,8,4.0,1
2346,2346,5,8,5.0,0
2347,2347,1,7,-2.0,1
2348,2348,5,3,6.5,0
2349,2349,3,4,4.5,0
2350,2350,5,10,5.0,1
2351,2351,3,0,4.5,0
2352,2352,1,7,2.5,1
2353,2353,3,10,0.0,1
2354,2354,3,10,3.0,1
2355,2355,2,0,2.0,0
2356,2356,3,6,3.0,1
2357,2357,3,3,6.0,0
2358,2358,1,5,2.5,1
2359,2359,2,5,2.0,1
2360,2360,3,0,1.5,1
2361,2361,4,8,2.5,1
2362,2362,2,1,3.5,0
2363,2363,2,9,5.0,1
2364,2364,2,2,2.0,0
2365,2365,4,8,2.5,1
2366,2366,3,5,4.5,0
2367,2367,4,8,7.0,0
2368,2368,3,7,1.5,1
2369,2369,1,9,2.5,1
2370,2370,3,8,6.0,0
2371,2371,2,5,0.5,1
2372,2372,3,2,3.0,0
2373,2373,4,8,4.0,1
2374,2374,3,4,3.0,1
2375,2375,1,0,-0.5,1
2376,2376,2,4,0.5,1
2377,2377,4,10,4.0,1
2378,2378,5,9,5.0,1
2379,2379,3,0,4.5,0
2380,2380,2,8,3.5,1
2381,2381,1,1,1.0,1
2382,2382,2,0,2.0,0
2383,2383,4,7,4.0,0
2384,2384,2,9,3.5,1
2385,2385,4,3,7.0,0
2386,2386,1,2,1.0,1
2387,2387,1,6,-0.5,1
2388,2388,4,3,4.0,0
2389,2389,3,10,3.0,1
2390,2390,1,5,1.0,1
2391,2391,1,7,1.0,1
2392,2392,4,0,7.0,0
2393,2393,3,2,1.5,1
2394,2394,3,6,4.5,0
2395,2395,5,6,5.0,0
2396,2396,3,9,3.0,1
2397,2397,3,0,0.0,1
2398,2398,3,4,1.5,1
2399,2399,4,5,7.0,0
2400,2400,2,6,3.5,0
2401,2401,3,1,1.5,0
2402,2402,1,0,4.0,0
2403,2403,2,10,0.5,1
2404,2404,3,5,4.5,0
2405,2405,4,9,4.0,1
2406,2406,5,10,6.5,1
2407,2407,3,10,1.5,1
2408,2408,3,8,4.5,1
2409,2409,1,4,1.0,1
2410,2410,2,2,-1.0,1
2411,2411,1,6,-0.5,1
2412,2412,5,10,3.5,1
2413,2413,2,2,-1.0,1
2414,2414,1,7,1.0,1
2415,2415,3,10,3.0,1
2416,2416,3,3,3.0,0
2417,2417,1,10,1.0,1
2418,2418,3,9,4.5,1
2419,2419,5,4,3.5,1
2420,2420,1,10,1.0,1
2421,2421,1,3,2.5,0
2422,2422,2,10,2.0,1
2423,2423,4,8,1.0,1
2424,2424,2,1,2.0,0
2425,2425,3,6,1.5,1
2426,2426,3,8,3.0,1
2427,2427,5,0,6.5,0
2428,2428,2,4,2.0,1
2429,2429,2,1,-1.0,1
2430,2430,2,10,0.5,1
2431,2431,5,0,5.0,0
2432,2432,3,9,3.0,1
2433,2433,3,10,1.5,1
2434,2434,2,10,-1.0,1
2435,2435,4,5,2.5,1
2436,2436,2,8,-1.0,1
2437,2437,4,9,5.5,0
2438,2438,1,7,2.5,1
2439,2439,4,4,2.5,1
2440,2440,2,3,0.5,1
2441,2441,4,3,4.0,0
2442,2442,5,10,3.5,1
2443,2443,1,10,1.0,1
2444,2444,3,5,3.0,0
2445,2445,3,8,3.0,1
2446,2446,1,2,4.0,0
2447,2447,5,5,5.0,0
2448,2448,1,6,-0.5,1
2449,2449,4,0,4.0,0
2450,2450,2,5,3.5,1
2451,2451,2,4,3.5,1
2452,2452,4,1,4.0,0
2453,2453,5,7,5.0,0
2454,2454,1,10,2.5,1
2455,2455,5,0,5.0,0
2456,2456,3,2,1.5,1
2457,2457,2,1,2.0,0
2458,2458,1,9,1.0,1
2459,2459,2,10,2.0,1
2460,2460,1,4,-2.0,1
2461,2461,1,10,1.0,1
2462,2462,4,10,4.0,1
2463,2463,3,5,3.0,1
2464,2464,2,9,0.5,1
2465,2465,4,2,2.5,0
2466,2466,5,9,5.0,0
2467,2467,4,1,4.0,0
2468,2468,5,7,6.5,0
2469,2469,1,1,2.5,0
2470,2470,5,7,3.5,1
2471,2471,2,7,3.5,1
2472,2472,5,9,5.0,0
2473,2473,4,3,7.0,0
2474,2474,1,9,4.0,1
2475,2475,5,6,2.0,1
2476,2476,2,0,-1.0,1
2477,2477,2,3,3.5,0
2478,2478,2,9,5.0,1
2479,2479,3,2,1.5,0
2480,2480,1,8,-0.5,1
2481,2481,3,9,6.0,0
2482,2482,5,4,5.0,0
2483,2483,2,5,3.5,0
2484,2484,3,0,3.0,0
2485,2485,3,1,1.5,0
2486,2486,1,6,1.0,1
2487,2487,1,2,-2.0,1
2488,2488,1,6,1.0,1
2489,2489,3,2,3.0,0
2490,2490,2,2,0.5,1
2491,2491,5,2,6.5,0
2492,2492,2,7,0.5,1
2493,2493,4,5,1.0,1
2494,2494,3,0,6.0,0
2495,2495,4,9,1.0,1
2496,2496,3,1,6.0,0
2497,2497,4,7,2.5,1
2498,2498,3,5,3.0,1
2499,2499,2,2,3.5,0
2500,2500,3,0,4.5,0
2501,2501,3,2,4.5,0
2502,2502,4,0,4.0,0
2503,2503,5,4,3.5,1
2504,2504,4,0,2.5,0
2505,2505,2,3,5.0,0
2506,2506,5,1,8.0,0
2507,2507,1,5,1.0,1
2508,2508,5,8,5.0,0
2509,2509,5,5,5.0,0
2510,2510,5,3,5.0,0
2511,2511,1,5,-0.5,1
2512,2512,4,9,1.0,1
2513,2513,3,2,6.0,0
2514,2514,2,5,0.5,1
2515,2515,3,8,0.0,1
2516,2516,5,10,2.0,1
2517,2517,3,7,6.0,0
2518,2518,4,5,2.5,1
2519,2519,1,8,1.0,1
2520,2520,4,10,5.5,1
2521,2521,5,9,3.5,1
2522,2522,1,5,2.5,1
2523,2523,2,4,5.0,0
2524,2524,1,5,1.0,1
2525,2525,5,8,5.0,0
2526,2526,2,1,0.5,1
2527,2527,5,0,2.0,0
2528,2528,5,7,2.0,1
2529,2529,1,1,-0.5,1
2530,2530,4,0,1.0,0
2531,2531,5,10,6.5,0
2532,2532,5,6,5.0,0
2533,2533,5,6,5.0,0
2534,2534,5,9,6.5,0
2535,2535,2,6,5.0,0
2536,2536,5,8,8.0,0
2537,2537,2,10,-1.0,1
2538,2538,5,2,3.5,0
2539,2539,1,6,1.0,1
2540,2540,5,9,3.5,1
2541,2541,2,2,3.5,0
2542,2542,2,4,0.5,1
2543,2543,2,5,0.5,1
2544,2544,1,8,4.0,1
2545,2545,5,5,2.0,1
2546,2546,5,10,3.5,1
2547,2547,5,2,3.5,0
2548,2548,1,2,1.0,1
2549,2549,2,2,2.0,0
2550,2550,5,8,5.0,0
2551,2551,1,3,2.5,1
2552,2552,3,0,6.0,0
2553,2553,5,8,3.5,1
2554,2554,5,1,6.5,0
2555,2555,5,3,3.5,0
2556,2556,5,7,6.5,0
2557,2557,2,0,5.0,0
2558,2558,1,10,2.5,1
2559,2559,3,4,3.0,0
2560,2560,5,6,2.0,1
2561,2561,3,4,4.5,0
2562,2562,3,6,6.0,0
2563,2563,3,6,4.5,0
2564,2564,4,7,5.5,0
2565,2565,4,3,2.5,0
2566,2566,4,9,1.0,1
2567,2567,1,8,-2.0,1
2568,2568,5,3,5.0,0
2569,2569,5,6,5.0,0
2570,2570,1,2,2.5,0
2571,2571,5,0,8.0,0
2572,2572,1,3,1.0,1
2573,2573,4,8,2.5,1
2574,2574,5,3,8.0,0
2575,2575,1,10,2.5,1
2576,2576,4,2,5.5,0
2577,2577,3,0,3.0,0
2578,2578,5,5,8.0,0
2579,2579,2,5,2.0,1
2580,2580,1,3,1.0,1
2581,2581,4,0,7.0,0
2582,2582,1,10,1.0,1
2583,2583,4,9,1.0,1
2584,2584,4,7,2.5,1
2585,2585,2,7,-1.0,1
2586,2586,1,4,1.0,1
2587,2587,5,0,3.5,0
2588,2588,3,6,1.5,1
2589,2589,5,10,3.5,1
2590,2590,5,6,6.5,0
2591,2591,5,1,6.5,0
2592,2592,2,8,2.0,1
2593,2593,4,5,4.0,1
2594,2594,5,4,5.0,0
2595,2595,5,8,5.0,1
2596,2596,4,3,5.5,0
2597,2597,3,0,1.5,1
2598,2598,3,8,3.0,1
2599,2599,2,8,2.0,1
2600,2600,2,2,2.0,0
2601,2601,5,5,5.0,0
2602,2602,2,1,5.0,0
2603,2603,1,2,-0.5,1
2604,2604,3,2,0.0,1
2605,2605,4,0,4.0,0
2606,2606,4,5,4.0,0
2607,2607,2,6,2.0,1
2608,2608,3,6,3.0,1
2609,2609,4,7,1.0,1
2610,2610,5,0,5.0,0
2611,2611,3,7,1.5,1
2612,2612,2,3,0.5,1
2613,2613,1,5,2.5,1
2614,2614,4,1,4.0,0
2615,2615,5,7,3.5,1
2616,2616,3,6,3.0,1
2617,2617,2,7,0.5,1
2618,2618,1,10,4.0,1
2619,2619,3,2,1.5,1
2620,2620,3,8,4.5,1
2621,2621,1,7,4.0,1
2622,2622,1,4,-0.5,1
2623,2623,5,8,8.0,0
2624,2624,4,2,2.5,1
2625,2625,3,6,0.0,1
2626,2626,3,2,4.5,0
2627,2627,3,2,0.0,1
2628,2628,2,9,2.0,1
2629,2629,4,0,4.0,0
2630,2630,3,7,1.5,1
2631,2631,1,1,1.0,1
2632,2632,5,2,3.5,0
2633,2633,3,8,0.0,1
2634,2634,3,5,1.5,1
2635,2635,2,8,5.0,0
2636,2636,4,9,4.0,1
2637,2637,5,4,5.0,0
2638,2638,2,4,5.0,0
2639,2639,5,4,5.0,0
2640,2640,5,4,5.0,0
2641,2641,4,3,4.0,0
2642,2642,2,10,2.0,1
2643,2643,5,3,3.5,0
2644,2644,5,3,5.0,0
2645,2645,2,6,5.0,0
2646,2646,1,7,-2.0,1
2647,2647,4,2,4.0,0
2648,2648,5,6,5.0,0
2649,2649,3,2,0.0,1
2650,2650,5,1,6.5,0
2651,2651,5,4,6.5,0
2652,2652,1,10,1.0,1
2653,2653,5,6,5.0,0
2654,2654,4,1,2.5,0
2655,2655,3,0,4.5,0
2656,2656,4,2,4.0,0
2657,2657,3,1,4.5,0
2658,2658,1,8,-0.5,1
2659,2659,1,5,2.5,1
2660,2660,5,1,3.5,0
2661,2661,1,9,2.5,1
2662,2662,4,10,4.0,1
2663,2663,4,0,5.5,0
2664,2664,2,8,5.0,0
2665,2665,5,8,3.5,1
2666,2666,4,0,2.5,0
2667,2667,2,0,0.5,1
2668,2668,5,8,6.5,0
2669,2669,3,10,4.5,1
2670,2670,3,0,4.5,0
2671,2671,3,9,0.0,1
2672,2672,2,0,3.5,0
2673,2673,4,9,5.5,1
2674,2674,4,10,4.0,1
2675,2675,3,2,1.5,1
2676,2676,1,6,-2.0,1
2677,2677,5,6,5.0,0
2678,2678,3,5,1.5,1
2679,2679,1,5,-2.0,1
2680,2680,4,7,2.5,1
2681,2681,3,1,3.0,0
2682,2682,5,3,5.0,0
2683,2683,5,2,2.0,0
2684,2684,5,1,6.5,0
2685,2685,3,7,0.0,1
2686,2686,1,10,1.0,1
2687,2687,3,10,0.0,1
2688,2688,5,10,3.5,1
2689,2689,3,9,4.5,1
2690,2690,2,9,-1.0,1
2691,2691,3,4,0.0,1
2692,2692,4,8,2.5,1
2693,2693,3,5,3.0,0
2694,2694,2,7,2.0,1
2695,2695,4,9,5.5,0
2696,2696,4,5,4.0,0
2697,2697,4,7,2.5,1
2698,2698,2,0,3.5,0
2699,2699,5,2,5.0,0
2700,2700,4,1,4.0,0
2701,2701,3,1,3.0,0
2702,2702,2,8,3.5,1
2703,2703,3,8,3.0,1
2704,2704,5,7,6.5,0
2705,2705,2,3,3.5,0
2706,2706,4,2,4.0,0
2707,2707,2,3,5.0,0
2708,2708,5,1,3.5,0
2709,2709,5,0,3.5,0
2710,2710,1,2,-0.5,1
2711,2711,2,1,3.5,0
2712,2712,3,6,3.0,1
2713,2713,4,6,2.5,1
2714,2714,1,7,-0.5,1
2715,2715,5,10,6.5,1
2716,2716,5,0,5.0,0
2717,2717,3,9,1.5,1
2718,2718,5,9,5.0,1
2719,2719,4,2,4.0,0
2720,2720,2,8,0.5,1
2721,2721,5,2,3.5,0
2722,2722,1,6,4.0,0
2723,2723,5,0,8.0,0
2724,2724,1,4,-0.5,1
2725,2725,2,7,0.5,1
